"Id","OpportunityId","OpptyName","AccountName","ProductID","ProductName","Quantity","NetPrice","Country"
"a6P3a000002wwlwEAA","0063a00000hxeMhAAI","Partani Hospital Mac2000 Q3'20","Partani Hospital","01ta0000004nCCtAAM","MAC 2000","1.0","167177.67857","India"
"a6P3a000002wwm5EAA","0063a00000hxeMhAAI","Partani Hospital Mac2000 Q3'20","Partani Hospital","01t0c000006oshWAAQ","LSTI South Asia – Diagnostic Cardiology","1.0","0.84746","India"
"a6P3a000002vuFREAY","0063a00000hxf7JAAQ","Niogdham Nursing Home Coro 171 Q3'20","Nirog Dham Nursing Home","01t0c000006oE8hAAE","Corometrics 171","1.0","116071.42857","India"
"a6P3a000002vucVEAQ","0063a00000hxgRjAAI","Siarre 4000","Global Medical Systems","01t0c000008hAlIAAU","Siare Ventilator","1.0","647320.53571","India"
"a6P3a000002vucbEAA","0063a00000hxgRjAAI","Siarre 4000","Global Medical Systems","01t0c000006oshVAAQ","LSTI South Asia – Respiratory","1.0","0.85269","India"
"a6P3a000002vv3PEAQ","0063a00000hxhX9AAI","Virk Hospital 9100c NXT Q3'20","Virk Hospital","01t0c000008hAFJAA2","9100C NXT","1.0","713340.51785","India"
"a6P3a000002vv3kEAA","0063a00000hxhX9AAI","Virk Hospital 9100c NXT Q3'20","Virk Hospital","01t0c000006oshUAAQ","LSTI South Asia – Anesthesia","1.0","0.85345","India"
"a6P3a000002vvd1EAA","0063a00000hxjDQAAY","Dr. Prachi Singh Siaretron 4000 T Q3'20","Dr. Prachi Singh","01t0c000008hAlIAAU","Siare Ventilator","1.0","801527.53571","India"
"a6P3a000002vvdAEAQ","0063a00000hxjDQAAY","Dr. Prachi Singh Siaretron 4000 T Q3'20","Dr. Prachi Singh","01t0c000006oshVAAQ","LSTI South Asia – Respiratory","1.0","0.85014","India"
"a6P3a000002w9AcEAI","0063a00000hxkOZAAY","Ravi Nair Hospitals Private Limited 9100c NXT B125 Q3'20","Ravi Nair Hospitals Private Limited","01t0c000008hAFJAA2","9100C NXT","1.0","890493.67858","India"
"a6P3a000002w9B2EAI","0063a00000hxkOZAAY","Ravi Nair Hospitals Private Limited 9100c NXT B125 Q3'20","Ravi Nair Hospitals Private Limited","01t3a000004uDHPAA2","B125 VSP 2_Critical Care","1.0","284987.91073","India"
"a6P3a000002w9BeEAI","0063a00000hxkOZAAY","Ravi Nair Hospitals Private Limited 9100c NXT B125 Q3'20","Ravi Nair Hospitals Private Limited","01ta0000007jsgDAAQ","Anesthesia Accessories","1.0","0.89286","India"
"a6P3a000002w9BjEAI","0063a00000hxkOZAAY","Ravi Nair Hospitals Private Limited 9100c NXT B125 Q3'20","Ravi Nair Hospitals Private Limited","01t0c000006oshUAAQ","LSTI South Asia – Anesthesia","1.0","0.85345","India"
"a6P3a000002w9BnEAI","0063a00000hxkOZAAY","Ravi Nair Hospitals Private Limited 9100c NXT B125 Q3'20","Ravi Nair Hospitals Private Limited","01t3a000004uNebAAE","Supplies & Accessories Critical Care","1.0","0.89285","India"
"a6P3a000002wh7WEAQ","0063a00000hxlRlAAI","MAC 2000/MAC 600","Arian Medicals","01ta0000004nCCtAAM","MAC 2000","2.0","198214.28572","India"
"a6P3a000002wh7eEAA","0063a00000hxlRlAAI","MAC 2000/MAC 600","Arian Medicals","01ta0000007pxD3AAI","MAC 600","3.0","131250.00003","India"
"a6P3a000002y0NREAY","0063a00000hxlbHAAQ","LWP","Phoenix Medical Devices","01t0c000008hJgGAAU","Lullaby Warmer Prime","1.0","46874.99999","India"
"a6P3a000002wwikEAA","0063a00000hxlU1AAI","GMS-Q3-I-29-7-2020","Global Medical Systems","01ta0000007jsHWAAY","CARESTATION 30","1.0","406249.10715","India"
"a6P3a000002wwj1EAA","0063a00000hxlU1AAI","GMS-Q3-I-29-7-2020","Global Medical Systems","01t0c000006oshUAAQ","LSTI South Asia – Anesthesia","1.0","0.86956","India"
"a6P3a000002wwj4EAA","0063a00000hxlU1AAI","GMS-Q3-I-29-7-2020","Global Medical Systems","01t3a000004uHDOAA2","C50 Critical Care","1.0","334821.42859","India"
"a6P3a000002wwjIEAQ","0063a00000hxlU1AAI","GMS-Q3-I-29-7-2020","Global Medical Systems","01ta0000007kMHKAA2","Corometrics 172","1.0","121875.0","India"
"a6P3a000002wD8EEAU","0063a00000hxlU1AAI","GMS-Q3-I-29-7-2020","Global Medical Systems","01ta0000007jsHWAAY","CARESTATION 30","1.0","406249.10715","India"
"a6P3a000002wD8VEAU","0063a00000hxlU1AAI","GMS-Q3-I-29-7-2020","Global Medical Systems","01t0c000006oshUAAQ","LSTI South Asia – Anesthesia","1.0","0.86956","India"
"a6P3a000002wCviEAE","0063a00000hxlU1AAI","GMS-Q3-I-29-7-2020","Global Medical Systems","01t3a000004uHDOAA2","C50 Critical Care","1.0","334821.42859","India"
"a6P3a000002wkzXEAQ","0063a00000hxlU1AAI","GMS-Q3-I-29-7-2020","Global Medical Systems","01ta0000007kMHKAA2","Corometrics 172","1.0","121875.0","India"
"a6P3a000002wA0dEAE","0063a00000hxm07AAA","MD Sarwar Alam LWP Led PT Q3'20","Dr. Md Sarwar Alam","01t0c000008hJgGAAU","Lullaby Warmer Prime","1.0","53571.42857","India"
"a6P3a000002wA1NEAU","0063a00000hxm07AAA","MD Sarwar Alam LWP Led PT Q3'20","Dr. Md Sarwar Alam","01t0c000008hAGLAA2","Lullaby LED PT","1.0","35714.28572","India"
"a6P3a000002vuHAEAY","0063a00000hxmnTAAQ","Prasad Critical Care & Research Private Limited Falco 202 Q3'20","Prasad Critical Care & Research Private Limited","01t0c000008hAlIAAU","Siare Ventilator","1.0","624999.10714","India"
"a6P3a000002vuHJEAY","0063a00000hxmnTAAQ","Prasad Critical Care & Research Private Limited Falco 202 Q3'20","Prasad Critical Care & Research Private Limited","01t0c000006oshVAAQ","LSTI South Asia – Respiratory","1.0","0.85014","India"
"a6P3a000002wRMxEAM","0063a00000hxn82AAA","Mahalakshmi Hospital 9100c NXT Q3'20","Mahalakshmi Hospital","01t0c000008hAFJAA2","9100C NXT","1.0","757622.32142","India"
"a6P3a000002wRRIEA2","0063a00000hxn82AAA","Mahalakshmi Hospital 9100c NXT Q3'20","Mahalakshmi Hospital","01t3a000004uC4pAAE","Tec 850 SEV","1.0","89285.71428","India"
"a6P3a000002wRROEA2","0063a00000hxn82AAA","Mahalakshmi Hospital 9100c NXT Q3'20","Mahalakshmi Hospital","01t0c000006oshUAAQ","LSTI South Asia – Anesthesia","1.0","0.85345","India"
"a6P3a000002wA6uEAE","0063a00000hxqOOAAY","MAC 600","Yoga Enterprises","01ta0000007pxD3AAI","MAC 600","2.0","83928.57144","India"
"a6P3a000002x2WMEAY","0063a00000hxqS0AAI","TEC8 ISO Veporizer","ADSOL","01t3a000004uCCnAAM","Tec 820 ISO","3.0","223214.2857","India"
"a6P3a000002wSz1EAE","0063a00000hxqvqAAA","Pachpakri Ultrasound Centre Mac600 Q3'20","Pachpakri Ultrasound Centre","01ta0000007pxD3AAI","MAC 600","1.0","49107.14286","India"
"a6P3a000002y1DDEAY","0063a00000hxsG7AAI","9100C Nxt/Cardioday  Holter/Siaretron 4000","ANK Enterprises","01t0c000008hAFJAA2","9100C NXT","2.0","1303571.42858","India"
"a6P3a000002y1DYEAY","0063a00000hxsG7AAI","9100C Nxt/Cardioday  Holter/Siaretron 4000","ANK Enterprises","01t0c000006oshUAAQ","LSTI South Asia – Anesthesia","2.0","0.85346","India"
"a6P3a000002y1DcEAI","0063a00000hxsG7AAI","9100C Nxt/Cardioday  Holter/Siaretron 4000","ANK Enterprises","01t3a000004uCCnAAM","Tec 820 ISO","1.0","89283.92858","India"
"a6P3a000002y1DjEAI","0063a00000hxsG7AAI","9100C Nxt/Cardioday  Holter/Siaretron 4000","ANK Enterprises","01ta0000007jsgDAAQ","Anesthesia Accessories","1.0","0.89286","India"
"a6P3a000002y1DlEAI","0063a00000hxsG7AAI","9100C Nxt/Cardioday  Holter/Siaretron 4000","ANK Enterprises","01t0c000008hAlIAAU","Siare Ventilator","1.0","616070.53571","India"
"a6P3a000002y1DrEAI","0063a00000hxsG7AAI","9100C Nxt/Cardioday  Holter/Siaretron 4000","ANK Enterprises","01t0c000006oshVAAQ","LSTI South Asia – Respiratory","1.0","0.85269","India"
"a6P3a000002y1DvEAI","0063a00000hxsG7AAI","9100C Nxt/Cardioday  Holter/Siaretron 4000","ANK Enterprises","01t0c000008hD9WAAU","CardioDay V2.5 Holter Analysis System","1.0","308035.71429","India"
"a6P3a000002y1DyEAI","0063a00000hxsG7AAI","9100C Nxt/Cardioday  Holter/Siaretron 4000","ANK Enterprises","01t0c000008hD9XAAU","SEER 1000","1.0","111606.24999","India"
"a6P3a000002y1E3EAI","0063a00000hxsG7AAI","9100C Nxt/Cardioday  Holter/Siaretron 4000","ANK Enterprises","01t0c000008hD9VAAU","SEER 1000 Accesssories","1.0","0.89286","India"
"a6P3a000002y0urEAA","0063a00000hxsG7AAI","9100C Nxt/Cardioday  Holter/Siaretron 4000","ANK Enterprises","01t0c000008hAFJAA2","9100C NXT","2.0","1303571.42858","India"
"a6P3a000002y0vCEAQ","0063a00000hxsG7AAI","9100C Nxt/Cardioday  Holter/Siaretron 4000","ANK Enterprises","01t0c000006oshUAAQ","LSTI South Asia – Anesthesia","2.0","0.85346","India"
"a6P3a000002y0vGEAQ","0063a00000hxsG7AAI","9100C Nxt/Cardioday  Holter/Siaretron 4000","ANK Enterprises","01t3a000004uCCnAAM","Tec 820 ISO","1.0","89283.92858","India"
"a6P3a000002y0vNEAQ","0063a00000hxsG7AAI","9100C Nxt/Cardioday  Holter/Siaretron 4000","ANK Enterprises","01ta0000007jsgDAAQ","Anesthesia Accessories","1.0","0.89286","India"
"a6P3a000002y1C6EAI","0063a00000hxsG7AAI","9100C Nxt/Cardioday  Holter/Siaretron 4000","ANK Enterprises","01t0c000008hAlIAAU","Siare Ventilator","1.0","616070.53571","India"
"a6P3a000002y1CCEAY","0063a00000hxsG7AAI","9100C Nxt/Cardioday  Holter/Siaretron 4000","ANK Enterprises","01t0c000006oshVAAQ","LSTI South Asia – Respiratory","1.0","0.85269","India"
"a6P3a000002xJ6uEAE","0063a00000hxsG7AAI","9100C Nxt/Cardioday  Holter/Siaretron 4000","ANK Enterprises","01t0c000008hD9WAAU","CardioDay V2.5 Holter Analysis System","1.0","308035.71429","India"
"a6P3a000002xJ6xEAE","0063a00000hxsG7AAI","9100C Nxt/Cardioday  Holter/Siaretron 4000","ANK Enterprises","01t0c000008hD9XAAU","SEER 1000","1.0","111606.24999","India"
"a6P3a000002xJEXEA2","0063a00000hxsG7AAI","9100C Nxt/Cardioday  Holter/Siaretron 4000","ANK Enterprises","01t0c000008hD9VAAU","SEER 1000 Accesssories","1.0","0.89286","India"
"a6P3a000002zMkdEAE","0063a00000hxvBsAAI","Muzaffarpur ChildrenS Hospital SLE6000 Q3'20","Muzaffarpur ChildrenS Hospital","01t3a000004ugIdAAI","SLE 6000","1.0","1424087.36051","India"
"a6P3a000002zMkwEAE","0063a00000hxvBsAAI","Muzaffarpur ChildrenS Hospital SLE6000 Q3'20","Muzaffarpur ChildrenS Hospital","01t0c000006oshXAAQ","LSTI South Asia – Maternal Infant Care","1.0","0.88771","India"
"a6P3a000002wUF7EAM","0063a00000hxvoQAAQ","Dr Eli Seb Rengma Cardiosoft & Tonoport Q3'20","Dr. Eli Seb Rengma","01t0c000008hD9AAAU","Tonoport","1.0","111607.14286","India"
"a6P3a000002wUFAEA2","0063a00000hxvoQAAQ","Dr Eli Seb Rengma Cardiosoft & Tonoport Q3'20","Dr. Eli Seb Rengma","01t0c000008hD9WAAU","CardioDay V2.5 Holter Analysis System","1.0","357142.85714","India"
"a6P3a000002wUFDEA2","0063a00000hxvoQAAQ","Dr Eli Seb Rengma Cardiosoft & Tonoport Q3'20","Dr. Eli Seb Rengma","01t0c000008hD9XAAU","SEER 1000","1.0","111607.14287","India"
"a6P3a000002wxTBEAY","0063a00000hxvtQAAQ","MAC 2000","Arian Medicals","01ta0000004nCCtAAM","MAC 2000","1.0","107142.85714","India"
"a6P3a000002wigGEAQ","0063a00000hxvuTAAQ","Sonakshi IVF Centre 9100c NXT Q3'20","Sonakshi IVF Centre","01t0c000008hAFJAA2","9100C NXT","1.0","696427.67854","India"
"a6P3a000002wigcEAA","0063a00000hxvuTAAQ","Sonakshi IVF Centre 9100c NXT Q3'20","Sonakshi IVF Centre","01t3a000004uCCmAAM","Tec 820 SEV","1.0","89285.71429","India"
"a6P3a000002wigjEAA","0063a00000hxvuTAAQ","Sonakshi IVF Centre 9100c NXT Q3'20","Sonakshi IVF Centre","01t0c000006oshUAAQ","LSTI South Asia – Anesthesia","1.0","0.85698","India"
"a6P3a000002wk5LEAQ","0063a00000hxwGAAAY","Sindhudurg Shikshan Prasarak Mandal SLE4000 Q3'20","Sindhudurg Shikshan Prasarak Mandal","01t3a000004u3SnAAI","SLE 4000","1.0","1154811.48214","India"
"a6P3a000002wk5PEAQ","0063a00000hxwGAAAY","Sindhudurg Shikshan Prasarak Mandal SLE4000 Q3'20","Sindhudurg Shikshan Prasarak Mandal","01t0c000006oshXAAQ","LSTI South Asia – Maternal Infant Care","1.0","0.84746","India"
"a6P3a000002wkfwEAA","0063a00000hxwwmAAA","SLE 2000","Medical Systems Incorporated","01t3a000004u3SoAAI","SLE 2000","1.0","589285.71429","India"
"a6P3a000002yHKMEA2","0063a00000hxySqAAI","Pachpakri Ultrasound Centre Mac600 Q3'20","Pachpakri Ultrasound Centre","01ta0000007pxD3AAI","MAC 600","1.0","0.0","India"
"a6P3a000002wxhVEAQ","0063a00000hxzPoAAI","Coro 172","Medical Systems Incorporated","01ta0000007kMHKAA2","Corometrics 172","2.0","243750.0","India"
"a6P3a000002wxbDEAQ","0063a00000hxzaDAAQ","Lead Medical 4.8.20","Lead Medical Systems Private Limited","01ta0000007kMHKAA2","Corometrics 172","2.0","243750.0","India"
"a6P3a000002yqoVEAQ","0063a00000hy1UfAAI","Ravi Hospital LWP Q3'20","Ravi Hospital","01t0c000008hJgGAAU","Lullaby Warmer Prime","2.0","110714.28574","India"
"a6P3a000002x16bEAA","0063a00000hy1asAAA","S Ramaiah LWP Q3'20","S Ramaiah","01t0c000008hJgGAAU","Lullaby Warmer Prime","1.0","58035.71429","India"
"a6P3a000002xkfXEAQ","0063a00000hy2hQAAQ","9100C Nxt/LWP/LED PT/B 105/MAC 600","Mantej Healthcare","01t0c000008hAFJAA2","9100C NXT","1.0","625000.00001","India"
"a6P3a000002xkfsEAA","0063a00000hy2hQAAQ","9100C Nxt/LWP/LED PT/B 105/MAC 600","Mantej Healthcare","01t0c000006oshUAAQ","LSTI South Asia – Anesthesia","1.0","0.85345","India"
"a6P3a000002xkfwEAA","0063a00000hy2hQAAQ","9100C Nxt/LWP/LED PT/B 105/MAC 600","Mantej Healthcare","01t3a000004uC4pAAE","Tec 850 SEV","1.0","89284.82144","India"
"a6P3a000002xkg2EAA","0063a00000hy2hQAAQ","9100C Nxt/LWP/LED PT/B 105/MAC 600","Mantej Healthcare","01t3a000004uDH4AAM","B105 VSP2_Critical Care","1.0","147321.42857","India"
"a6P3a000002xkgSEAQ","0063a00000hy2hQAAQ","9100C Nxt/LWP/LED PT/B 105/MAC 600","Mantej Healthcare","01t0c000008hAGLAA2","Lullaby LED PT","1.0","31696.42858","India"
"a6P3a000002xkgXEAQ","0063a00000hy2hQAAQ","9100C Nxt/LWP/LED PT/B 105/MAC 600","Mantej Healthcare","01t0c000008hJgGAAU","Lullaby Warmer Prime","2.0","93749.99998","India"
"a6P3a000002xkggEAA","0063a00000hy2hQAAQ","9100C Nxt/LWP/LED PT/B 105/MAC 600","Mantej Healthcare","01ta0000007pxD3AAI","MAC 600","1.0","41964.28572","India"
"a6P3a000002xkYeEAI","0063a00000hy2hQAAQ","9100C Nxt/LWP/LED PT/B 105/MAC 600","Mantej Healthcare","01t0c000008hAFJAA2","9100C NXT","1.0","625000.00001","India"
"a6P3a000002xkYzEAI","0063a00000hy2hQAAQ","9100C Nxt/LWP/LED PT/B 105/MAC 600","Mantej Healthcare","01t0c000006oshUAAQ","LSTI South Asia – Anesthesia","1.0","0.85345","India"
"a6P3a000002xkZ3EAI","0063a00000hy2hQAAQ","9100C Nxt/LWP/LED PT/B 105/MAC 600","Mantej Healthcare","01t3a000004uC4pAAE","Tec 850 SEV","1.0","89284.82144","India"
"a6P3a000002xUrBEAU","0063a00000hy2hQAAQ","9100C Nxt/LWP/LED PT/B 105/MAC 600","Mantej Healthcare","01t3a000004uDH4AAM","B105 VSP2_Critical Care","1.0","147321.42857","India"
"a6P3a000002xUnREAU","0063a00000hy2hQAAQ","9100C Nxt/LWP/LED PT/B 105/MAC 600","Mantej Healthcare","01t0c000008hAGLAA2","Lullaby LED PT","1.0","31696.42858","India"
"a6P3a000002xUnWEAU","0063a00000hy2hQAAQ","9100C Nxt/LWP/LED PT/B 105/MAC 600","Mantej Healthcare","01t0c000008hJgGAAU","Lullaby Warmer Prime","2.0","93749.99998","India"
"a6P3a000002xkf1EAA","0063a00000hy2hQAAQ","9100C Nxt/LWP/LED PT/B 105/MAC 600","Mantej Healthcare","01ta0000007pxD3AAI","MAC 600","1.0","41964.28572","India"
"a6P3a000002yKx3EAE","0063a00000hy34eAAA","Eshani 5.8.20","Eshani Health care","01ta0000007jsHWAAY","CARESTATION 30","1.0","425254.48214","India"
"a6P3a000002yKxLEAU","0063a00000hy34eAAA","Eshani 5.8.20","Eshani Health care","01t3a000004uC4pAAE","Tec 850 SEV","1.0","89285.71428","India"
"a6P3a000002yKxREAU","0063a00000hy34eAAA","Eshani 5.8.20","Eshani Health care","01t0c000006oshUAAQ","LSTI South Asia – Anesthesia","1.0","0.85345","India"
"a6P3a000002yogbEAA","0063a00000hy34eAAA","Eshani 5.8.20","Eshani Health care","01ta0000007jsHWAAY","CARESTATION 30","1.0","425254.48214","India"
"a6P3a000002yogtEAA","0063a00000hy34eAAA","Eshani 5.8.20","Eshani Health care","01t3a000004uC4pAAE","Tec 850 SEV","1.0","89285.71428","India"
"a6P3a000002yogzEAA","0063a00000hy34eAAA","Eshani 5.8.20","Eshani Health care","01t0c000006oshUAAQ","LSTI South Asia – Anesthesia","1.0","0.85345","India"
"a6P3a000002yoh3EAA","0063a00000hy34eAAA","Eshani 5.8.20","Eshani Health care","01t3a000004uHDOAA2","C50 Critical Care","5.0","351115.71425","India"
"a6P3a000002yoTOEAY","0063a00000hy34eAAA","Eshani 5.8.20","Eshani Health care","01t3a000004uHDOAA2","C50 Critical Care","5.0","351115.71425","India"
"a6P3a000002xnTDEAY","0063a00000iVh49AAC","Sri Keshav Hospital 9100c NXT Q3'20","Sri Keshav Hospital","01t0c000008hAFJAA2","9100C NXT","1.0","712396.21426","India"
"a6P3a000002xnTaEAI","0063a00000iVh49AAC","Sri Keshav Hospital 9100c NXT Q3'20","Sri Keshav Hospital","01t3a000004uC4pAAE","Tec 850 SEV","1.0","89285.71427","India"
"a6P3a000002xnThEAI","0063a00000iVh49AAC","Sri Keshav Hospital 9100c NXT Q3'20","Sri Keshav Hospital","01t0c000006oshUAAQ","LSTI South Asia – Anesthesia","1.0","0.85345","India"
"a6P3a000002y3yPEAQ","0063a00000iVizhAAC","Siaretron 4000 Ventilator","Cass Associates","01t0c000008hAlIAAU","Siare Ventilator","2.0","1321427.67856","India"
"a6P3a000002y3yWEAQ","0063a00000iVizhAAC","Siaretron 4000 Ventilator","Cass Associates","01t0c000006oshVAAQ","LSTI South Asia – Respiratory","2.0","0.8527","India"
"a6P3a000002yXzEEAU","0063a00000iVmRjAAK","Menezes Nursing Home B105 Q3'20","Menezes Nursing Home","01t3a000004uDH4AAM","B105 VSP2_Critical Care","1.0","244911.47107","India"
"a6P3a000002yHX3EAM","0063a00000iVqrMAAS","Collateral MAC 2000","Collateral Medical Private Limited","01ta0000004nCCtAAM","MAC 2000","1.0","103124.99999","India"
"a6P3a000002ybMTEAY","0063a00000iVqupAAC","Genworks Health Private Limited 9100c NXT ISO Q3'20","Genworks Health Private Limited","01t3a000004uCCnAAM","Tec 820 ISO","2.0","169642.85716","India"
"a6P3a000002ybMaEAI","0063a00000iVqupAAC","Genworks Health Private Limited 9100c NXT ISO Q3'20","Genworks Health Private Limited","01t0c000008hAFJAA2","9100C NXT","1.0","571427.67858","India"
"a6P3a000002ybMvEAI","0063a00000iVqupAAC","Genworks Health Private Limited 9100c NXT ISO Q3'20","Genworks Health Private Limited","01t0c000006oshUAAQ","LSTI South Asia – Anesthesia","1.0","0.86956","India"
"a6P3a000002ybxjEAA","0063a00000iVr2yAAC","Genworks Health Private Limited MIC 117 Q3'20","Genworks Health Private Limited","01t0c000006oMutAAE","Lullaby Warmer","6.0","616071.42864","India"
"a6P3a000002ybxrEAA","0063a00000iVr2yAAC","Genworks Health Private Limited MIC 117 Q3'20","Genworks Health Private Limited","01t0c000008hJgGAAU","Lullaby Warmer Prime","18.0","803571.4287","India"
"a6P3a000002ybxzEAA","0063a00000iVr2yAAC","Genworks Health Private Limited MIC 117 Q3'20","Genworks Health Private Limited","01t0c000008hAGLAA2","Lullaby LED PT","9.0","273214.28574","India"
"a6P3a000002yby4EAA","0063a00000iVr2yAAC","Genworks Health Private Limited MIC 117 Q3'20","Genworks Health Private Limited","01ta0000007kMHKAA2","Corometrics 172","2.0","223214.2857","India"
"a6P3a000002yJu5EAE","0063a00000iVrYaAAK","Dr. Sanjay Kumar Mac600 Q3'20","Chest Hospital & Research Centre","01ta0000007pxD3AAI","MAC 600","1.0","58035.71429","India"
"a6P3a000002yIUPEA2","0063a00000iVsgAAAS","G J Hospitals & Trauma Centre S4000T Q3'20","G J Hospitals & Trauma Centre","01t0c000008hAlIAAU","Siare Ventilator","1.0","801527.55768","India"
"a6P3a000002yIUWEA2","0063a00000iVsgAAAS","G J Hospitals & Trauma Centre S4000T Q3'20","G J Hospitals & Trauma Centre","01t0c000006oshVAAQ","LSTI South Asia – Respiratory","1.0","0.85269","India"
"a6P3a000002yokFEAQ","0063a00000iVrfWAAS","Givf Clinic 9100c NXT Q3'20","GIVF  (Gynae Institute of Virility & Fertility) Hospital","01t0c000008hAFJAA2","9100C NXT","1.0","669641.96428","India"
"a6P3a000002yokbEAA","0063a00000iVrfWAAS","Givf Clinic 9100c NXT Q3'20","GIVF  (Gynae Institute of Virility & Fertility) Hospital","01t0c000006oshUAAQ","LSTI South Asia – Anesthesia","1.0","0.86956","India"
"a6P3a000002yo2mEAA","0063a00000iVswnAAC","Genworks Health Private Limited 9100cNXT 118 Q3'20","Genworks Health Private Limited","01t0c000008hAFJAA2","9100C NXT","1.0","571427.67858","India"
"a6P3a000002yo37EAA","0063a00000iVswnAAC","Genworks Health Private Limited 9100cNXT 118 Q3'20","Genworks Health Private Limited","01t0c000006oshUAAQ","LSTI South Asia – Anesthesia","1.0","0.86956","India"
"a6P3a000002yr7EEAQ","0063a00000iVtHoAAK","Pravara institute of medical sciences Led PT Q3'20","Pravara institute of medical sciences","01t0c000008hAGLAA2","Lullaby LED PT","6.0","235714.28568","India"
"a6P3a000002yoGEEAY","0063a00000iVtMZAA0","Pravara institute of medical sciences Mac2000 Q3'20","Pravara institute of medical sciences","01ta0000004nCCtAAM","MAC 2000","1.0","142129.875","India"
"a6P3a000002yoGNEAY","0063a00000iVtMZAA0","Pravara institute of medical sciences Mac2000 Q3'20","Pravara institute of medical sciences","01t0c000006oshWAAQ","LSTI South Asia – Diagnostic Cardiology","1.0","0.84746","India"
"a6P3a000002zy03EAA","0063a00000iVrFiAAK","Dr. Neha Vyas Chansoria R860 Q3'20","Dr. Neha Vyas Chansoria","01ta0000005SeiOAAS","CARESCAPE R860 v1","1.0","714283.92859","India"
"a6P3a000002zy0LEAQ","0063a00000iVrFiAAK","Dr. Neha Vyas Chansoria R860 Q3'20","Dr. Neha Vyas Chansoria","01ta0000007PEVvAAO","R860 Accessories","1.0","0.89286","India"
"a6P3a000002zy0OEAQ","0063a00000iVrFiAAK","Dr. Neha Vyas Chansoria R860 Q3'20","Dr. Neha Vyas Chansoria","01t0c000006oshVAAQ","LSTI South Asia – Respiratory","1.0","0.84787","India"
"a6P3a000002yrAGEAY","0063a00000iVuiRAAS","BEC 11.8.20","Biomedical Enginnering Company -BEC Chennai","01ta0000007jsHWAAY","CARESTATION 30","1.0","406249.10715","India"
"a6P3a000002yrAXEAY","0063a00000iVuiRAAS","BEC 11.8.20","Biomedical Enginnering Company -BEC Chennai","01t0c000006oshUAAQ","LSTI South Asia – Anesthesia","1.0","0.85345","India"
"a6P3a000002yqQKEAY","0063a00000iVvwyAAC","Srinivasa Pinnacle Hospital 9100c NXT Q3'20","Srinivasa Pinnacle Hospital","01t0c000008hAFJAA2","9100C NXT","1.0","669641.9643","India"
"a6P3a000002yqZwEAI","0063a00000iVvwyAAC","Srinivasa Pinnacle Hospital 9100c NXT Q3'20","Srinivasa Pinnacle Hospital","01t0c000006oshUAAQ","LSTI South Asia – Anesthesia","1.0","0.85345","India"
"a6P3a000002yqa0EAA","0063a00000iVvwyAAC","Srinivasa Pinnacle Hospital 9100c NXT Q3'20","Srinivasa Pinnacle Hospital","01t3a000004uC4pAAE","Tec 850 SEV","1.0","89285.71428","India"
"a6P3a000002z69OEAQ","0063a00000iVvusAAC","Dr Arun Arora Mac600 Q3'20","Pushpanjali Life Hospital","01ta0000007pxD3AAI","MAC 600","1.0","47767.85714","India"
"a6P3a000002ypzjEAA","0063a00000iVwRNAA0","Ravi Multispeciality Hospital Falco Q3'20","Ravi Multispeciality Hospital","01t0c000008hAlIAAU","Siare Ventilator","1.0","696427.67859","India"
"a6P3a000002ypzqEAA","0063a00000iVwRNAA0","Ravi Multispeciality Hospital Falco Q3'20","Ravi Multispeciality Hospital","01t0c000006oshVAAQ","LSTI South Asia – Respiratory","1.0","0.85269","India"
"a6P3a000002zOKtEAM","0063a00000iVzasAAC","Shishu Mangalam Hospital LWP 3 Q3'20","Shishu Mangalam Hospital","01t0c000008hJgGAAU","Lullaby Warmer Prime","3.0","175892.85714","India"
"a6P3a000002zA1eEAE","0063a00000iVzlqAAC","CARESTATION 620","Medical Systems Incorporated","01ta0000005SwsRAAS","Carestation 620","1.0","1305825.39287","India"
"a6P3a000002zA2MEAU","0063a00000iVzlqAAC","CARESTATION 620","Medical Systems Incorporated","01ta0000007jsgDAAQ","Anesthesia Accessories","1.0","0.89286","India"
"a6P3a000002z73VEAQ","0063a00000iVzqHAAS","Sri Venkata Sai Sravani Women's ENT Hospital CS30 Q3'20","Sri Venkata Sai Sravani Womens & Ent Hospital","01ta0000007jsHWAAY","CARESTATION 30","1.0","401784.82142","India"
"a6P3a000002z73mEAA","0063a00000iVzqHAAS","Sri Venkata Sai Sravani Women's ENT Hospital CS30 Q3'20","Sri Venkata Sai Sravani Womens & Ent Hospital","01t3a000004uCCnAAM","Tec 820 ISO","1.0","89285.71429","India"
"a6P3a000002z73tEAA","0063a00000iVzqHAAS","Sri Venkata Sai Sravani Women's ENT Hospital CS30 Q3'20","Sri Venkata Sai Sravani Womens & Ent Hospital","01t0c000006oshUAAQ","LSTI South Asia – Anesthesia","1.0","0.85345","India"
"a6P3a000002z6eiEAA","0063a00000iW1gZAAS","Lead Medical 15.8.20","Lead Medical Systems Private Limited","01ta0000007kMHKAA2","Corometrics 172","2.0","243750.0","India"
"a6P3a000002zj8aEAA","0063a00000iVz7gAAC","SLE 600/LED PT/Falco","Service One","01t3a000004ugIdAAI","SLE 6000","1.0","1162864.65779","India"
"a6P3a000002zj8nEAA","0063a00000iVz7gAAC","SLE 600/LED PT/Falco","Service One","01t0c000008hAGLAA2","Lullaby LED PT","3.0","95625.0","India"
